no,hvdc_code,mr#,commercial_invoice_no.,invoice_date,po_no.,vendor,category,main_description_(po),sub_description,incoterms,currency,invoice_value__(a),freight__(b),insurance__(c),cif_value__(a+b+c),coe,pol,pod,b/l_no./__awb_no.,vessel_name/__flight_no.,vessel_imo_no.,shipping_line,forwarder,ship__mode,pkg,20dc,40dc,40hq,45hq,20ot(in),20ot(oh),40ot(in),40ot(oh),20fr(in),40fr(in),20fr(fv),40fr(ow),"20fr(ow,oh)","40fr(ow,oh)","40fr(ow,ol)",lcl,qty_of_cntr,g_bulk,o_bulk,h_bulk,gwt__(kg),cbm,r/t__(grand-_total),a_cwt(kg),etd,atd,eta,ata,attestation__date,do_collection,customs__start,customs__close,custom__code,duty_amt__(aed),vat_amt__(aed),shu,mir,das,agi,dsv__indoor,dsv__outdoor,dsv__mzd,jdn__mzd,jdn__waterfront,mosb,aaa_storage,zener_(wh),hauler_dg_storage,vijay_tanks,delivery_date
574,HVDC-ADOPT-HE-0242,E01,PRL-SHU-034-O,2025-04-06 00:00:00,4572116646,Hitachi,Elec,Main Converter,Service Platform PB S171-12ES,DAP,SEK,959255.62,51452.69,95925.56,1106633.87,BELGIUM,Antwerp,Khalifa port,GOT37000042,HOEGH COPENHAGEN,,,,B,1,,,,,,,,,,,,,,,,,0.0,,,,5650.0,9.4,9.4,,2025-04-06,2025-04-06,2025-05-19,2025-05-19,,2025-05-21,2025-05-23,45800.0,47150.0,,,2025-06-04,,,,,,,,,,,,,,2025-06-04
575,HVDC-ADOPT-HE-0368-1,E01,PRL-SHU-056-A1,2025-05-21 00:00:00,4572116646,Hitachi,Elec,Main Converter,Post Insulators,DAP,EUR,13708.0,11804.1,1370.8,26882.9,CHINA,Shanghai,Abu Dhabi Airport,61110043404,CES237,,,,A,8,,,,,,,,,,,,,,,,,0.0,,,,2737.0,10.581,10.581,,2025-05-21,2025-05-21,2025-05-21,2025-05-21,,2025-05-23,2025-05-26,45803.0,47150.0,5585.0,5864.0,2025-05-27,,,,,,,,,,,,,,2025-05-27
576,HVDC-ADOPT-HE-0368-4,E01,PRL-SHU-056-A4,2025-05-21 00:00:00,4572116646,Hitachi,Elec,Main Converter,Insulators,DAP,EUR,10802.66,8850.0,1080.27,20732.93,CHINA,Shanghai,Abu Dhabi Airport,61110043407,CES237,,,,A,7,,,,,,,,,,,,,,,,,0.0,,,,2246.0,9.158,9.158,,2025-05-21,2025-05-21,2025-05-21,2025-05-21,,2025-05-26,2025-05-26,45803.0,47150.0,4308.0,4523.0,2025-05-27,,,,,,,,,,,,,,2025-05-27
577,HVDC-ADOPT-HE-0368-6,E01,PRL-SHU-056-A6,2025-05-21 00:00:00,4572116646,Hitachi,Elec,Main Converter,Insulators,DAP,EUR,12398.33,8850.0,1239.83,22488.16,CHINA,Shanghai,Abu Dhabi Airport,61110043409,CES237,,,,A,8,,,,,,,,,,,,,,,,,0.0,,,,2050.0,5.737,5.737,,2025-05-21,2025-05-21,2025-05-21,2025-05-21,,2025-05-23,2025-05-26,45803.0,47150.0,4672.0,4905.0,2025-05-27,,,,,,,,,,,,,,2025-05-27
578,HVDC-ADOPT-HE-0354,E01,PRL- DAS-030-O2,2025-04-13 00:00:00,4572116646,Hitachi,Elec,Main Converter,UPS SYSTEM PARTS,DAP,USD,498237.96,15099.0,3775.0,517111.96,MALAYSIA,Port Klang,Khalifa port,MY104280525,Cosco Shipping Aquarius,,,,C,19,,,2.0,,,,,,,,,,,,,,2.0,,,,23257.0,105.002,105.002,,2025-04-13,2025-04-13,2025-05-19,2025-05-19,,2025-05-20,2025-05-20,45797.0,47150.0,,94955.0,,,,,2025-05-29,,,,,2025-07-30,,,,,2025-05-29
579,HVDC-ADOPT-HE-0369,E01,PRL-SHU-057-A,2025-05-23 00:00:00,4572116646,Hitachi,Elec,Main Converter,Current Transformer,DAP,EUR,48277.0,5093.31,4827.7,58198.01,Austria,Linz,Abu Dhabi Airport,LNZ00136382,EY,,,,A,5,,,,,,,,,,,,,,,,,0.0,,,,1439.0,3.226,3.226,,2025-05-23,2025-05-23,2025-05-27,2025-05-27,,2025-05-28,2025-05-28,45805.0,47150.0,12128.0,12734.0,2025-05-30,,,,,,,,,,,,,,2025-05-30
580,HVDC-ADOPT-HE-0370,E01,PRL-MIR-040-A,2025-05-23 00:00:00,4572116646,Hitachi,Elec,Main Converter,Current Transformer,DAP,EUR,47822.0,5093.31,4782.2,57697.51,Austria,Linz,Abu Dhabi Airport,LNZ00136408,EY,,,,A,5,,,,,,,,,,,,,,,,,0.0,,,,1437.0,3.226,3.226,,2025-05-23,2025-05-23,2025-05-27,2025-05-27,,2025-05-28,2025-05-28,45805.0,47150.0,12024.0,12624.0,,2025-05-30,,,,,,,,,,,,,2025-05-30
581,HVDC-ADOPT-HE-0371,E01,PRL-CS-040-A,2025-05-23 00:00:00,4572116646,Hitachi,Elec,Main Converter,Current Transformer,DAP,EUR,95456.0,10186.62,9545.6,115188.22,Austria,Linz,Abu Dhabi Airport,LNZ00136411,EY,,,,A,10,,,,,,,,,,,,,,,,,0.0,,,,2838.0,6.451,6.451,,2025-05-23,2025-05-23,2025-05-27,2025-05-27,,2025-05-28,2025-05-28,45805.0,47150.0,24003.0,25203.0,,,2025-06-13 00:00:00,2025-06-07,,,,,,2025-05-30,,,,,2025-05-30
582,HVDC-ADOPT-HE-0372,E01,PRL-SHU-059-A,2025-05-24 00:00:00,4572116646,Hitachi,Elec,Main Converter,Connectors,DAP,EUR,53157.0,16346.65,5315.7,74819.35,Austria,Vienna,Abu Dhabi Airport,LNZ00136279,EY,,,,A,10,,,,,,,,,,,,,,,,,0.0,,,,3290.0,9.206,9.206,,2025-05-23,2025-05-23,2025-05-27,2025-05-27,,2025-05-28,2025-05-28,45805.0,47150.0,,15591.0,2025-05-30,,,,,,,,,,,,,,2025-05-30
583,HVDC-ADOPT-SIM-0080-A,E04-1,HVDC-ADOPT-SIM-0080-A,2025-04-28 00:00:00,SCT-19LT-PRC-PO-004,STATRON,Elec,400kV and 132kV New Converter GIS,Statron Battery_DSDC,CIF,EUR,,,,16275.0,India,Visakhapatnam,Khalifa port,RSLDWC250337,MSC Sabrina,,MSC,,C,16,1.0,,,,,,,,,,,,,,,,1.0,,,,2312.0,3.98,3.98,,2025-04-29,2025-04-29,2025-05-23,2025-05-23,,2025-05-29,2025-05-30,45807.0,47150.0,18986.0,19931.0,,,,,,,,,,,,,2025-06-02,,2025-06-02
584,HVDC-ADOPT-SIM-0080-B,E04-1,HVDC-ADOPT-SIM-0080-B,2025-04-28 00:00:00,SCT-19LT-PRC-PO-004,STATRON,Elec,400kV and 132kV New Converter GIS,Statron Battery_GHDC,CIF,EUR,,,,16275.0,India,Visakhapatnam,Khalifa port,RSLDWC250338,MSC Sabrina,,MSC,,C,16,,,,,,,,,,,,,,,,,0.0,,,,2440.0,3.98,3.98,,2025-04-29,2025-04-29,2025-05-23,2025-05-23,,2025-05-29,2025-05-30,45807.0,47150.0,,,,,,,,,,,,,,,2025-06-02,,2025-06-02
585,HVDC-ADOPT-SIM-0080-C,E04-1,HVDC-ADOPT-SIM-0080-C,2025-04-28 00:00:00,SCT-19LT-PRC-PO-004,STATRON,Elec,400kV and 132kV New Converter GIS,Statron Battery_MRPS,CIF,EUR,,,,29235.0,India,Visakhapatnam,Khalifa port,RSLDWC250339,MSC Sabrina,,MSC,,C,20,,,,,,,,,,,,,,,,,0.0,,,,2714.0,3.98,3.98,,2025-04-29,2025-04-29,2025-05-23,2025-05-23,,2025-05-29,2025-05-30,45807.0,47150.0,,,,2025-06-03,,,,,,,,,,,,,2025-06-03
586,HVDC-ADOPT-SIM-0080-D,E04-1,HVDC-ADOPT-SIM-0080-D,2025-04-28 00:00:00,SCT-19LT-PRC-PO-004,STATRON,Elec,400kV and 132kV New Converter GIS,Statron Battery_SHPS,CIF,EUR,,,,29235.0,India,Visakhapatnam,Khalifa port,RSLDWC250340,MSC Sabrina,,MSC,,C,20,,,,,,,,,,,,,,,,,0.0,,,,2714.0,3.98,3.98,,2025-04-29,2025-04-29,2025-05-23,2025-05-23,,2025-05-29,2025-05-30,45807.0,47150.0,,,2025-06-03,,,,,,,,,,,,,,2025-06-03
587,HVDC-ADOPT-SCT-0085,E08,HVDC-ADOPT-SCT-0085,2025-04-27 00:00:00,5000801116,Bansuk,Elec,Lighting and Small Power Sysytem,Lighting & Small Power System,FOB,USD,29760.0,1040.0,338.8,31138.8,Spain,Barcelona,Khalifa port,290-700-2503-195,MSC REGULUS,,MSC,Deugro,C,4,1.0,,,,,,,,,,,,,,,,1.0,,,,425.0,3.878,3.878,,2025-04-02,2025-04-02,2025-05-28,2025-05-28,,2025-05-29,2025-05-30,45807.0,47150.0,5718.0,6004.0,,,,2025-06-13,,,,,,2025-06-09,,,,,2025-06-09
588,HVDC-ADOPT-SCT-0104,E08,HVDC-ADOPT-SCT-0104,2025-05-20 00:00:00,5001004422,Roxtec,Elec,Lighting&Small Power System,Multiple Cable Transit,FOB,USD,518.06,265.0,30.0,813.06,CHINA,Shanghai,Abu Dhabi Airport,20250147,MU237,,,,A,1,,,,,,,,,,,,,,,,,0.0,,,,53.0,0.19,0.19,,2025-05-26,2025-05-26,2025-05-29,2025-05-29,,2025-05-30,2025-05-30,45807.0,47150.0,150.0,157.0,2025-06-04,,,,,,,,,,,,,,2025-06-04
589,HVDC-ADOPT-SCT-0087,I01,HVDC-ADOPT-SCT-0087,2025-04-12 00:00:00,5000735890,EMERSON,Elec,Distributed Control System,Distributed Control System,FOB,USD,316800.0,1600.0,3502.4,321902.4,KOREA,Busan Port,Khalifa port,290-700-2504-008,HMM GAON,,HMM,Deugro,C,6,,,1.0,,,,,,,,,,,,,,1.0,,,,2920.0,22.14,22.14,,2025-04-12,2025-04-12,2025-05-30,2025-05-30,,2025-05-29,2025-05-30,45807.0,47150.0,59110.0,62065.0,2025-07-21,,,,2025-06-11,,,,,,,,,,2025-06-11
590,HVDC-ADOPT-SCT-0072,E08,HVDC-ADOPT-SCT-0072,2025-04-12 00:00:00,5000799801,LS Cable,Elec,"MV, LV & Control Cable","MV,LV & Control Cable (7th)",FOB,USD,810892.6,15200.0,9087.02,835179.62,KOREA,Busan Port,Khalifa port,290-700-2504-006,HMM GAON,,HMM,Deugro,C,118,3.0,,8.0,,,,,,,,,,,,,,11.0,,,,149885.3,207.869,207.869,,2025-04-12,2025-04-12,2025-05-30,2025-05-30,,2025-05-30,2025-05-30,45807.0,47150.0,153360.0,161028.0,2025-06-05,2025-06-12,2025-06-30 00:00:00,,,,,,,2025-06-10,,,,,2025-06-05
591,HVDC-ADOPT-SCT-0082,E08,HVDC-ADOPT-SCT-0082,2025-03-20 00:00:00,5000735890,EMERSON,Elec,Distributed Control System,Distributed Control System,FOB,USD,1649966.0,16000.0,18325.63,1684291.63,KOREA,Busan Port,Khalifa port,290-700-2504-007A,HMM GAON,,HMM,Deugro,C,126,,,10.0,,,,,,,,,,,,,,10.0,,,,45172.0,432.37,432.37,,2025-04-12,2025-04-12,2025-05-30,2025-05-30,,2025-05-30,2025-05-31,45808.0,47150.0,309279.0,326154.0,2025-07-21,,,,2025-06-14,,,,,,,,,,2025-06-14
592,HVDC-ADOPT-SCT-0084,I01,HVDC-ADOPT-SCT-0084,2025-04-12 00:00:00,5000761612,"ESAK CO., Ltd",Inst.,Field Instrument,Field Instrument (2nd),FOB,USD,6000.0,1600.0,91.2,7691.2,KOREA,Busan Port,Khalifa port,290-700-2504-007B,HMM GAON,,HMM,Deugro,C,4,,,1.0,,,,,,,,,,,,,,1.0,,,,565.0,5.425,5.425,,2025-04-12,2025-04-12,2025-05-30,2025-05-30,,2025-05-30,2025-05-31,45808.0,47150.0,,,2025-07-01,2025-07-01,2025-07-10 00:00:00,2025-07-09,,,,,,2025-07-01,,,,,2025-07-01
593,HVDC-ADOPT-HE-0228,E01,PRL-MIR-036-A,2025-05-27 00:00:00,4572116646,Hitachi,Elec,Main Converter,AC Bus Arrestors,DAP,SEK,14166515.7,581366.16,1416651.57,16164533.43,NETHERLANDS,Amsterdam,Abu Dhabi Airport,1130119172,EY,,,,A,18,,,,,,,,,,,,,,,,,0.0,,,,27445.0,121.891,121.891,,2025-05-27,2025-05-27,2025-05-27,2025-05-27,,2025-05-29,2025-05-29,45806.0,47150.0,308258.0,323671.0,,2025-06-04,,,,,,,,,,,,,2025-06-04
594,HVDC-ADOPT-HE-0229,E01,PRL-MIR-036-A Spare,2025-05-27 00:00:00,4572116646,Hitachi,Elec,Main Converter,AC Bus Arrestors Spare,DAP,SEK,3148114.58,193788.72,314811.46,3656714.76,NETHERLANDS,Amsterdam,Abu Dhabi Airport,1130119173,EY,,,,A,4,,,,,,,,,,,,,,,,,0.0,,,,850.0,5.97,5.97,,2025-05-27,2025-05-27,2025-05-27,2025-05-27,,2025-06-02,2025-06-02,45810.0,47150.0,69738.0,73225.0,,2025-06-04,,,,,,,,,,,,,2025-06-04
595,HVDC-ADOPT-PPL-0017,E02,HVDC-ADOPT-PPL-0017,2025-04-01 00:00:00,5000675246,Prysmian,Elec,320kV HVDC Cable System,±320kV DC Subsea Rigid Repair Joint,CIF,EUR,156009.34,9306.0,330.63,165645.97,Italy,Milan,Abu Dhabi Airport,157-07435061,QR8487,,,,A,6,,,,,,,,,,,,,,,,,0.0,,,,4230.0,12.47,12.47,,2025-05-26,2025-05-26,2025-05-27,2025-05-27,,2025-05-28,2025-05-28,45805.0,47150.0,34518.0,36243.0,,,,,,,,2025-05-31,,,,,,,2025-05-31
596,HVDC-ADOPT-HE-0368-3,E01,PRL-SHU-056-A3,2025-05-29 00:00:00,4572116646,Hitachi,Elec,Main Converter,DC Hall Insulator,DAP,EUR,11292.0,3729.24,1129.2,16150.44,CHINA,Shanghai,Abu Dhabi Airport,61110043406,CES9912,,,,A,4,,,,,,,,,,,,,,,,,0.0,,,,749.0,5.895,5.895,,2025-05-31,2025-05-31,2025-05-31,2025-05-31,,2025-06-02,2025-06-02,45810.0,47150.0,3357.0,3525.0,2025-06-03,,,,,,,,,,,,,,2025-06-03
597,HVDC-ADOPT-HE-0368-5,E01,PRL-SHU-056-A5,2025-06-08 00:00:00,4572116646,Hitachi,Elec,Main Converter,Insulators,DAP,EUR,29170.92,33244.58,2917.09,65332.59,CHINA,Shanghai,Abu Dhabi Airport,61110043408,CES,,,,A,12,,,,,,,,,,,,,,,,,0.0,,,,6677.0,48.258,48.258,,2025-06-08,2025-06-05,2025-06-06,2025-06-06,,2025-06-09,2025-06-09,45817.0,47150.0,13667.0,14350.0,2025-06-11,,,,,,,,,,,,,,2025-06-11
598,HVDC-ADOPT-SCT-0071,E08,HVDC-ADOPT-SCT-0071,2025-04-29 00:00:00,5000799801,LS Cable,Elec,"MV, LV & Control Cable","MV,LV & Control Cable (8th)",FOB,USD,57370.0,800.0,639.87,58809.87,KOREA,Busan Port,Khalifa port,290-700-2504-041,HMM DAON,,HMM,Deugro,C,7,1.0,,,,,,,,,,,,,,,,1.0,,,,6135.0,10.159,10.159,,2025-04-29,2025-04-29,2025-06-06,2025-06-06,,2025-06-09,2025-06-09,45817.0,47150.0,7661.0,11182.0,2025-06-14,2025-06-14,2025-06-30 00:00:00,,,,,,,2025-06-13,,,,,2025-06-13
599,HVDC-ADOPT-HE-0373,E01,PRL-SHU-062-A1,2025-06-09 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Non-linear resistor, NBS",DAP,SEK,384615.0,31750.84,38461.5,454827.34,Denmark,Copenhagen,Abu Dhabi Airport,1130119658,EY,,,,A,5,,,,,,,,,,,,,,,,,0.0,,,,580.0,1.796,1.796,,2025-06-08,2025-06-08,2025-06-08,2025-06-08,,2025-06-09,2025-06-09,45817.0,47150.0,8659.0,9092.0,2025-06-10,,,,,,,,,,,,,,2025-06-10
600,HVDC-ADOPT-HE-0375,E01,PRL-SHU-062-A2 Spare,2025-06-09 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Non-linear resistor, NBS Spare",DAP,SEK,59400.0,7518.28,5940.0,72858.28,Denmark,Copenhagen,Abu Dhabi Airport,1130119660,EY,,,,A,2,,,,,,,,,,,,,,,,,0.0,,,,130.0,0.31,0.31,,2025-06-08,2025-06-08,2025-06-08,2025-06-08,,2025-06-09,2025-06-09,45817.0,47150.0,1388.0,1456.0,2025-06-10,,,,,,,,,,,,,,2025-06-10
601,HVDC-ADOPT-SCT-0059,E08,HVDC-ADOPT-SCT-0059,2025-04-23 00:00:00,5001005974,Tyco Electronics,Elec,Cable Termimation Kit,Cable Termination Kit (2nd),FOB,USD,150140.0,1040.0,1801.68,152981.68,GERMANY,Hamburg,Khalifa port,290-700-2504-038,MSC MINA,,MSC,Deugro,C,4,1.0,,,,,,,,,,,,,,,,1.0,,,,897.0,5.299,5.299,,2025-04-23,2025-04-23,2025-06-08,2025-06-08,,2025-06-09,2025-06-09,45817.0,47150.0,28092.0,29496.0,2025-06-23,2025-06-23,2025-07-02 00:00:00,2025-06-30,,,,,,2025-06-23,,,,,2025-06-23
602,HVDC-ADOPT-PPL-0018,E02,HVDC-ADOPT-PPL-0018,2025-04-01 00:00:00,5000675246,Prysmian,Elec,320kV HVDC Cable System,±320kV DC Subsea Rigid Repair Joint,CIF,EUR,3526.0,470.0,4.0,4000.0,Italy,Milan,Abu Dhabi Airport,157-07435072,QR0128,,,,A,1,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.432,0.432,,2025-06-01,2025-06-01,2025-06-01,2025-06-01,,2025-06-09,2025-06-09,45817.0,47150.0,837.0,879.0,,,,,,,,,2025-06-12,,,,,,2025-06-12
603,HVDC-ADOPT-HE-0337,E01,PRL-CS-035-O1,2025-04-12 00:00:00,4572116646,Hitachi,Elec,Main Converter,Al-Conductor,DAP,SEK,95025.416,25230.12,9502.54,129758.076,BELGIUM,Antwerp,Khalifa port,GOT36800278,MSC MIRJA,,MSC,Scan Global Logistics AB,C,1,1.0,,,,,,,,,,,,,,,,1.0,,,,1030.0,2.61,2.61,,2025-04-12,2025-04-12,2025-06-05,2025-06-05,,2025-06-10,2025-06-11,45819.0,47150.0,11688.0,12271.0,,2025-06-25,,,,,,,,,,,,,2025-06-25
604,HVDC-ADOPT-HE-0338,E01,PRL-CS-035-O2,2025-04-12 00:00:00,4572116646,Hitachi,Elec,Main Converter,Al-Conductor,DAP,SEK,241818.837,50460.24,24181.88,316460.957,BELGIUM,Antwerp,Khalifa port,GOT36800279,MSC MIRJA,,MSC,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0.0,,,,2573.0,5.22,5.22,,2025-04-12,2025-04-12,2025-06-05,2025-06-05,,2025-06-10,2025-06-11,45819.0,47150.0,,,,,,,,,,,,2025-07-31,,,,,2025-07-31
605,HVDC-ADOPT-HE-0339,E01,PRL-CS-035-O3,2025-04-12 00:00:00,4572116646,Hitachi,Elec,Main Converter,Al-Conductor,DAP,SEK,124964.76,25230.12,12496.47,162691.35,BELGIUM,Antwerp,Khalifa port,GOT36800280,MSC MIRJA,,MSC,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0.0,,,,1465.0,2.61,2.61,,2025-04-12,2025-04-12,2025-06-05,2025-06-05,,2025-06-10,2025-06-11,45819.0,47150.0,,,2025-07-11,,,,,,,,,,,,,,2025-07-11
606,HVDC-ADOPT-HE-0350,E01,PRL-CS-037-O,2025-04-17 00:00:00,4572116646,Hitachi,Elec,Main Converter,Fiber Optic Cables,DAP,SEK,1442388.897,28996.53,144238.89,1615624.317,United Kingdom,LONDON GATEWAY,Khalifa port,GOT36800288,MSC MIRJA,,MSC,Scan Global Logistics AB,C,8,,,1.0,,,,,,,,,,,,,,1.0,,,,5146.0,13.4,13.4,,2025-04-12,2025-04-12,2025-06-05,2025-06-05,,2025-06-10,2025-06-12,45820.0,47150.0,57314.0,60179.0,,,,2025-07-02,,,,,,2025-06-26,,,,,2025-06-26
607,HVDC-ADOPT-HE-0351,E01,PRL-MIR-026-O,2025-04-17 00:00:00,4572116646,Hitachi,Elec,Main Converter,Fiber Optic Cables,DAP,SEK,1212890.431,37420.96,121289.04,1371600.431,United Kingdom,LONDON GATEWAY,Khalifa port,GOT36800289,MSC MIRJA,,MSC,Scan Global Logistics AB,C,7,,,,,,,,,,,,,,,,,0.0,,,,4828.0,11.05,11.05,,2025-04-12,2025-04-12,2025-06-05,2025-06-05,,2025-06-10,2025-06-12,45820.0,47150.0,,,,,,,,,,,,,,,,,
608,HVDC-ADOPT-HE-0329,E01,PRL-MIR-034-O,2025-04-12 00:00:00,4572116646,Hitachi,Elec,Main Converter,Dry Capacitors and Accessories,DAP,SEK,9904314.3,208606.77,990431.43,11103352.5,BELGIUM,Antwerp,Khalifa port,GOT36800276,MSC MIRJA,,MSC,Scan Global Logistics AB,C,23,1.0,,2.0,,,,,,,,,,,,,,3.0,,,,21440.0,96.2,96.2,,2025-04-26,2025-04-26,2025-06-05,2025-06-05,,2025-06-10,2025-06-12,45820.0,47150.0,,425438.0,,2025-06-25,,,,,,,,,,,,,2025-06-25
609,HVDC-ADOPT-HE-0336,E01,PRL-ZAK-019-O,2025-04-12 00:00:00,4572116646,Hitachi,Elec,Main Converter,Dry Capacitors and Accessories,DAP,SEK,9904314.3,176333.33,990431.43,11071079.06,BELGIUM,Antwerp,Khalifa port,GOT36800277,MSC MIRJA,,MSC,Scan Global Logistics AB,C,18,,,2.0,,,,,,,,,,,,,,2.0,,,,17635.0,91.2,91.2,,2025-04-26,2025-04-26,2025-06-05,2025-06-05,,2025-06-10,2025-06-12,45820.0,47150.0,,,,,,,,2025-06-14,,,,,,,,,2025-06-14
610,HVDC-ADOPT-HE-0368-2,E01,PRL-SHU-056-A2,2025-06-08 00:00:00,4572116646,Hitachi,Elec,Main Converter,Insulators,DAP,EUR,30749.94,84984.07,3074.99,118809.0,CHINA,Shanghai,Abu Dhabi Airport,61110043405,CES,,,,A,13,,,,,,,,,,,,,,,,,0.0,,,,6904.0,31.035,31.035,,2025-06-10,2025-06-10,2025-06-10,2025-06-10,,2025-06-11,2025-06-11,45819.0,47150.0,24965.0,26213.0,2025-06-12,,,,,,,,,,,,,,2025-06-12
611,HVDC-ADOPT-HE-0401,E01,PRL-SHU-065-A,2025-06-09 00:00:00,4572116646,Hitachi,Elec,Main Converter,Control Equipment,DAP,SEK,757842.77,22653.54,75784.28,856280.59,Denmark,Copenhagen,Abu Dhabi Airport,1130119767,EY178,,,,A,3,,,,,,,,,,,,,,,,,0.0,,,,317.0,2.045,2.045,,2025-06-09,2025-06-09,2025-06-09,2025-06-09,,2025-06-13,2025-06-13,45821.0,47150.0,7466.0,17050.0,2025-06-19,,,,,,,,,,,,,,2025-06-19
612,HVDC-ADOPT-HE-0368-7,E01,PRL-SHU-056-A7,2025-05-27 00:00:00,4572116646,Hitachi,Elec,Main Converter,Insulators,DAP,EUR,51464.0,48724.2,5146.4,105334.6,CHINA,Shanghai,Abu Dhabi Airport,61110043410,CES237,,,,A,14,,,,,,,,,,,,,,,,,0.0,,,,9786.0,56.729,56.729,,2025-05-29,2025-05-29,2025-06-13,2025-06-13,,2025-06-13,2025-06-16,45824.0,47150.0,22289.0,23403.0,2025-06-17,,,,,,,,,,,,,,2025-06-17
613,HVDC-ADOPT-HE-0398,E01,PRL-SHU-027-A,2025-06-09 00:00:00,4572116646,Hitachi,Elec,Main Converter,Bus Arresters,DAP,SEK,4575439.286,273062.66,457543.93,5306045.876,NETHERLANDS,Amsterdam,Abu Dhabi Airport,1130119735,EY,,,,A,20,,,,,,,,,,,,,,,,,0.0,,,,7935.0,40.236,40.236,,2025-06-10,2025-06-10,2025-06-13,2025-06-13,,2025-06-13,2025-06-13,45821.0,47150.0,103335.0,108502.0,2025-06-18,,,,,,,,,,,,,,2025-06-18
614,HVDC-ADOPT-HE-0399,E01,PRL-SHU-027-A Spare,2025-06-09 00:00:00,4572116646,Hitachi,Elec,Main Converter,Bus Arresters Spare,DAP,SEK,1830175.714,117026.85,183017.57,2130220.134,NETHERLANDS,Amsterdam,Abu Dhabi Airport,1130119743,EY,,,,A,8,,,,,,,,,,,,,,,,,0.0,,,,2200.0,13.793,13.793,,2025-06-10,2025-06-10,2025-06-13,2025-06-13,,2025-06-13,2025-06-13,45821.0,47150.0,41486.0,43560.0,2025-06-18,,,,,,,,,,,,,,2025-06-18
615,HVDC-ADOPT-HE-0403,E01,PRL-SHU-058-A1,2025-06-15 00:00:00,4572116646,Hitachi,Elec,Main Converter,AC Filter Arrestor FA1,DAP,SEK,252112.5,14981.17,25211.25,292304.92,Denmark,Copenhagen,Abu Dhabi Airport,1130119986,EY178,,,,A,1,,,,,,,,,,,,,,,,,0.0,,,,385.0,1.143,1.143,,2025-06-15,2025-06-15,2025-06-15,2025-06-15,,2025-06-16,2025-06-16,45824.0,47150.0,5637.0,5918.0,2025-06-19,,,,,,,,,,,,,,2025-06-19
616,HVDC-ADOPT-HE-0404,E01,PRL-SHU-058-A2 Spare,2025-06-15 00:00:00,4572116646,Hitachi,Elec,Main Converter,AC Filter Arrestor FA1 Spare,DAP,SEK,252112.5,14981.17,25211.25,292304.92,Denmark,Copenhagen,Abu Dhabi Airport,1130119987,EY178,,,,A,1,,,,,,,,,,,,,,,,,0.0,,,,80.0,0.285,0.285,,2025-06-15,2025-06-15,2025-06-15,2025-06-15,,2025-06-16,2025-06-16,45824.0,47150.0,5637.0,5918.0,2025-06-19,,,,,,,,,,,,,,2025-06-19
617,HVDC-ADOPT-HE-0406,E01,PRL-DAS-033-A,2025-06-15 00:00:00,4572116646,Hitachi,Elec,Main Converter,AC Filter Arrestor FA1,DAP,SEK,347130.0,18340.4,34713.0,400183.4,Denmark,Copenhagen,Abu Dhabi Airport,1130119991,EY178,,,,A,2,,,,,,,,,,,,,,,,,0.0,,,,600.0,1.979,1.979,,2025-06-15,2025-06-15,2025-06-15,2025-06-15,,2025-06-16,2025-06-16,45824.0,47150.0,7717.0,8102.0,,,,,,,,,,2025-06-19,,,,,2025-06-19
618,HVDC-ADOPT-HE-0407,E01,PRL-DAS-033-A Spare,2025-06-15 00:00:00,4572116646,Hitachi,Elec,Main Converter,AC Filter Arrestor FA1 Spare,DAP,SEK,173565.0,18340.4,17365.5,209270.9,Denmark,Copenhagen,Abu Dhabi Airport,1130119992,EY178,,,,A,1,,,,,,,,,,,,,,,,,0.0,,,,125.0,0.893,0.893,,2025-06-15,2025-06-15,2025-06-15,2025-06-15,,2025-06-16,2025-06-16,45824.0,47150.0,4035.0,4237.0,,,,,,,,,,2025-06-19,,,,,2025-06-19
619,HVDC-ADOPT-HE-0402,E01,PRL-DAS-021-A2 Spare,2025-06-09 00:00:00,4572116646,Hitachi,Elec,Main Converter,"DC Neutral Bus Arrester, EM Common Spare",DAP,SEK,223851.6,16633.53,22385.16,262870.29,Denmark,Copenhagen,Abu Dhabi Airport,1130119836,EY178,,,,A,2,,,,,,,,,,,,,,,,,0.0,,,,340.0,1.272,1.272,,2025-06-13,2025-06-13,2025-06-13,2025-06-13,,2025-06-19,2025-06-19,45827.0,47150.0,5028.0,5279.0,,,,,,,,,,2025-06-20,,,,,2025-06-20
620,HVDC-ADOPT-HE-0405,E01,PRL-DAS-021-A1,2025-06-09 00:00:00,4572116646,Hitachi,Elec,Main Converter,"DC Neutral Bus Arrester, EM",DAP,SEK,481704.3,28153.19,48170.43,558027.92,Denmark,Copenhagen,Abu Dhabi Airport,1130119834,EY178,,,,A,4,,,,,,,,,,,,,,,,,0.0,,,,580.0,2.1,2.1,,2025-06-13,2025-06-13,2025-06-13,2025-06-13,,2025-06-19,2025-06-19,45827.0,47150.0,10674.0,11207.0,,,,,,,,,,2025-06-20,,,,,2025-06-20
